Long Code Stop;Stop;Municipality;Country;Didoc Code;Coordonnées;Actif
AUGS01;Augustins;GENÈVE;CH;8592780;46.191856, 6.14383;Y
AUGS02;Augustins;GENÈVE;CH;8592780;46.191753, 6.144338;Y
AUGS04;Augustins;GENÈVE;CH;8592780;46.191708, 6.143342;Y
AUMO01;Aumônes;PUPLINGE;CH;8593082;46.210426, 6.234906;Y
AVPP00;Aire-la-Ville-Pont-de-Peney;AIRE-LA-VILLE;CH;8592619;46.193054, 6.043671;Y
AVPP01;Aire-la-Ville-Pont-de-Peney;AIRE-LA-VILLE;CH;8592619;46.192822, 6.043496;Y
AVPP02;Aire-la-Ville-Pont-de-Peney;AIRE-LA-VILLE;CH;8592619;46.19318, 6.04451;Y
AVSY00;Avusy-Village;AVUSY;CH;8587032;46.151962, 5.993704;Y
BAIR01;Bel-Air;GENÈVE;CH;8587387;46.204826, 6.143483;Y
BAIR04;Bel-Air;GENÈVE;CH;8587387;46.204395, 6.142016;Y
BAIR06;Bel-Air;GENÈVE;CH;8587387;46.203976, 6.143879;Y
BAIR07;Bel-Air;GENÈVE;CH;8587387;46.2034, 6.142519;Y
BANS00;Bains;GENÈVE;CH;8592782;46.199856, 6.137421;Y
BARA00;Les Baraques;CHALLEX;FR;1401656;46.176605, 5.985992;Y
BARA01;Les Baraques;CHALLEX;FR;1401656;46.176193, 5.986094;Y
BARD00;Barde;VERNIER;CH;8593142;46.206543, 6.098581;Y
BARD01;Barde;VERNIER;CH;8593142;46.20694, 6.09896;Y
BAUD11;Curé-Baud;LANCY;CH;8592982;46.174995, 6.115791;Y
BBAY00;Bois-de-Bay;SATIGNY;CH;8593091;46.197819, 6.048836;Y
BBAY01;Bois-de-Bay;SATIGNY;CH;8593091;46.197853, 6.0489;Y
BCRE01;Baulacre;GENÈVE;CH;8592785;46.216457, 6.139293;Y
BDOU00;Bourdigny-Douane;SATIGNY;CH;8593092;46.229622, 6.038573;Y
BELI01;Bellevue-Limites;BELLEVUE;CH;8510154;46.261311, 6.143554;Y
BELS00;Bellins;PLAN-LES-OUATES;CH;8593053;46.16383, 6.129049;Y
BESS01;Bessinge;COLOGNY;CH;8592740;46.224258, 6.191565;Y
BGOU00;Bois-Gourmand;VEYRIER;CH;8593192;46.172123, 6.172841;Y
BGRI00;Les Bougeries;VANDOEUVRES;CH;8593133;46.218822, 6.214929;Y
BGRT01;Bellevue, Rilliet;BELLEVUE;CH;8511141;46.251331, 6.144556;Y
BHET03;Lancy-Bachet-Gare;LANCY;CH;8587075;46.174019, 6.129529;Y
BHET08;Lancy-Bachet-Gare;LANCY;CH;8587075;46.173901, 6.129765;Y
BISA00;Belle-Idée-Réception;THÔNEX;CH;8592714;46.205853, 6.207407;Y
BISE01;La Bise;COLLONGE-BELLERIVE;CH;8592734;46.243309, 6.198378;Y
BLAN00;Blanche;GENÈVE;CH;8592789;46.189182, 6.143104;Y
BLAN01;Blanche;GENÈVE;CH;8592789;46.18882, 6.142957;Y
BLDO01;Blandonnet;VERNIER;CH;8587924;46.221989, 6.097086;Y
BLDO02;Blandonnet;VERNIER;CH;8587924;46.222015, 6.097396;Y
BLDO04;Blandonnet;VERNIER;CH;8587924;46.222389, 6.096545;Y
BLHE00;Centre sportif du Blanché;LE GRAND-SACONNEX;CH;8592938;46.241009, 6.128463;Y
BLHE01;Centre sportif du Blanché;LE GRAND-SACONNEX;CH;8592938;46.240627, 6.128407;Y
BLHE02;Centre sportif du Blanché;PREGNY-CHAMBÉSY;CH;8592938;46.242302, 6.130663;Y
BLOC00;Château-Bloch;VERNIER;CH;8593151;46.208778, 6.098876;Y
BLOC01;Château-Bloch;VERNIER;CH;8593151;46.209087, 6.100035;Y
BLTE01;La Belotte;COLOGNY;CH;8592747;46.235199, 6.193739;Y
BMAI01;Bellevue-Mairie;BELLEVUE;CH;8503217;46.254112, 6.154099;Y
BMOL00;Bellevue-Mollies;BELLEVUE;CH;8503218;46.252449, 6.151922;Y
BMON00;Bout-du-Monde;GENÈVE;CH;8592793;46.181957, 6.157069;Y
BNDL00;Bandol;ONEX;CH;8593027;46.185875, 6.106019;Y
BOCA00;Bois-Caran;COLLONGE-BELLERIVE;CH;8592725;46.248653, 6.200979;Y
BOCA01;Bois-Caran;COLLONGE-BELLERIVE;CH;8592725;46.248001, 6.200605;Y
BOCH00;Bois-Chatton;VERSONNEX;FR;1401814;46.295425, 6.100258;Y
BOHT03;Bouchet;VERNIER;CH;8592791;46.216888, 6.117146;Y
BOHT05;Bouchet;VERNIER;CH;8592791;46.216553, 6.119292;Y
BOLA00;Bois-du-Lan;MEYRIN;CH;8594933;46.227261, 6.078016;Y
BOLA01;Bois-du-Lan;MEYRIN;CH;8594933;46.227104, 6.078462;Y
BOND00;La Blonde;VANDOEUVRES;CH;8593132;46.215797, 6.195089;Y
BORN01;Bornes;PRESINGE;CH;8593080;46.20718, 6.245111;Y
BRDX00;Bardonnex, village;BARDONNEX;CH;8587033;46.148983, 6.104319;Y
BRET01;Prévessin-Bretonnière;PRÉVESSIN-MOËNS;FR;1401777;46.250862, 6.075119;Y
BRGE03;Bergère;SATIGNY;CH;8504813;46.224613, 6.057913;Y
BSEJ00;Beau-Séjour;GENÈVE;CH;8592786;46.188812, 6.15038;Y
BSOU02;Bourdigny-Dessous;SATIGNY;CH;8595040;46.223049, 6.038937;Y
BSSY00;Bassy;ANIÈRES;CH;8595008;46.278767, 6.230383;Y
BSSY01;Bassy;ANIÈRES;CH;8595008;46.278431, 6.229703;Y
BTNI00;Butini;GENÈVE;CH;8592795;46.21701, 6.147872;Y
BTPA00;Belle-Terre-Place-de-l'Araire;THÔNEX;CH;8509321;46.206123, 6.218117;Y
BTPA02;Belle-Terre-Place-de-l'Araire;THÔNEX;CH;8509321;46.20615, 6.218336;Y
BTTT01;Belle-Terre-Traité-de-Turin;THÔNEX;CH;8509319;46.204262, 6.214115;Y
BUGN00;Bugnons;MEYRIN;CH;8595458;46.235943, 6.077294;Y
BUGN01;Bugnons;MEYRIN;CH;8595458;46.235962, 6.077501;Y
BVRD00;Bonvard;CHOULEX;CH;8592717;46.232658, 6.211118;Y
BXEG00;Bernex-Eglise;BERNEX;CH;8592650;46.174389, 6.070206;Y
BXEG01;Bernex-Eglise;BERNEX;CH;8592650;46.174458, 6.0708;Y
BXMA01;Bernex-Mairie;BERNEX;CH;8592657;46.175468, 6.073404;Y
BXPL02;Bernex-Place;BERNEX;CH;8587034;46.177147, 6.076819;Y
CAAM00;Carre-d'Amont;MEINIER;CH;8587925;46.236217, 6.217183;Y
CABO01;Bains de Cressy;CONFIGNON;CH;8592754;46.18549, 6.087764;Y
CAMA01;Carouge-Marché;CAROUGE;CH;8592677;46.184368, 6.140394;Y
CAPI00;Capite;COLLONGE-BELLERIVE;CH;8587069;46.234718, 6.203811;Y
CAPI01;Capite;COLLONGE-BELLERIVE;CH;8587069;46.234718, 6.203707;Y
CAVX00;Canal de Versoix;VERSOIX;CH;8595663;46.280598, 6.159184;Y
CBFO01;Chambésy-Fontaine;PREGNY-CHAMBÉSY;CH;8587039;46.242661, 6.141572;Y
CBFO02;Chambésy-Fontaine;PREGNY-CHAMBÉSY;CH;8587039;46.243732, 6.140936;Y
CBGA00;Chambésy-Gare;PREGNY-CHAMBÉSY;CH;8503247;46.243137, 6.147513;Y
CBGE96;Chêne-Bourg-Gare-Tour;CHÊNE-BOURG;CH;8507345;46.196983, 6.200174;Y
CBGE97;Chêne-Bourg-Gare-Tour;CHÊNE-BOURG;CH;8507345;46.195267, 6.199212;Y
CBOI00;Chemin des Bois;VEYRIER;CH;8593195;46.163525, 6.167926;Y
CBPL00;Chambésy-Place;PREGNY-CHAMBÉSY;CH;8593076;46.241936, 6.143599;Y
CBRI01;De-Chateaubriand;GENÈVE;CH;8592803;46.216839, 6.15087;Y
CCLA01;Collège Claparède;CHÊNE-BOUGERIES;CH;8592704;46.190121, 6.186388;Y
CCOL00;Cologny-Croisée;COLOGNY;CH;8587047;46.212692, 6.183794;Y
CCOL02;Cologny-Croisée;COLOGNY;CH;8587047;46.21207, 6.18346;Y
CCVT00;Croix-de-Chavant;CONFIGNON;CH;8592756;46.172394, 6.082844;Y
CCVT01;Croix-de-Chavant;CONFIGNON;CH;8592756;46.171944, 6.082454;Y
CDSU00;Champ-Dollon-Sud;CHOULEX;CH;8595229;46.213593, 6.221086;Y
CEAU01;Eaumorte croisée;CARTIGNY;CH;8592685;46.166309, 6.024907;Y
CEBE01;Bois-Chébé;VERNIER;CH;8593143;46.20702, 6.073184;Y
CEPR01;Ch. de l'Eperon;CHÊNE-BOUGERIES;CH;8592703;46.203815, 6.18733;Y
CERN00;CERN;MEYRIN;CH;8587918;46.233578, 6.055248;Y
CETX01;Certoux, village;PERLY-CERTOUX;CH;8593045;46.155983, 6.081582;Y
CFRE01;Champs-Fréchets;MEYRIN;CH;8593008;46.237209, 6.080323;Y
CGNY00;Chougny;VANDOEUVRES;CH;8587042;46.218723, 6.198665;Y
CHAR00;Charrot;BARDONNEX;CH;8592644;46.147808, 6.118742;Y
CHAV00;Chavannes-des-Bois;CHAVANNES-DES-BOIS;CH;8588298;46.314785, 6.132787;Y
CHCL00;Vernier-Champ-Claude;VERNIER;CH;8593150;46.21777, 6.08839;Y
CHCL01;Vernier-Champ-Claude;VERNIER;CH;8593150;46.217876, 6.08862;Y
CHDO00;Chemin de la Douane;LACONNEX;CH;8592971;46.161396, 6.043678;Y
CHLA01;Châtelaine;VERNIER;CH;8593152;46.211109, 6.112711;Y
CHLX01;Choulex;CHOULEX;CH;8587043;46.222969, 6.222782;Y
CHLXST;Choulex Stationnement;CHOULEX;CH;8587043;46.222553, 6.221274;Y
CHMA00;La Chaumaz;RUSSIN;CH;8593088;46.204678, 6.002232;Y
CHNE02;Chêne-Bougeries, Village;CHÊNE-BOUGERIES;CH;8592699;46.197559, 6.190026;Y
CHNY01;Satigny, Champvigny;SATIGNY;CH;8503330;46.220577, 6.034852;Y
CHPR01;Chemin des Princes;COLLONGE-BELLERIVE;CH;8592731;46.232643, 6.20133;Y
CHRM00;Charmilles;GENÈVE;CH;8592802;46.208523, 6.127871;Y
CHRM02;Charmilles;GENÈVE;CH;8592802;46.20768, 6.127152;Y
CHRM03;Charmilles;GENÈVE;CH;8592802;46.20776, 6.127409;Y
CHTE00;Prévessin-Terraillet;PRÉVESSIN-MOËNS;FR;1401783;46.255482, 6.095767;Y
CHTO00;Genève, Tour de Champel;GENÈVE;CH;8511187;46.188782, 6.151909;Y
CHVD01;Chevry, Route de Flies;CHEVRY;FR;1402496;46.279102, 6.03525;Y
CHVO00;Ferney-Château;FERNEY-VOLTAIRE;FR;1401735;46.259056, 6.106899;Y
CIMT01;Cimetière Saint-Georges;LANCY;CH;8592979;46.197041, 6.115449;Y
CING01;Camping Bois-de-Bay;SATIGNY;CH;8593093;46.19965, 6.06413;Y
CIPO01;Corsier-Port;CORSIER;CH;8592760;46.263981, 6.214043;Y
CIRQ01;Cirque;GENÈVE;CH;8592804;46.200806, 6.140586;Y
CIRQ03;Cirque;GENÈVE;CH;8592804;46.201488, 6.139533;Y
CLAP02;Place Claparède;GENÈVE;CH;8592805;46.195038, 6.150945;Y
CLCO00;Clinique La Colline;GENÈVE;CH;8595999;46.191425, 6.150239;Y
CLGE01;Collonge;COLLONGE-BELLERIVE;CH;8587045;46.254002, 6.204735;Y
CLJO00;Prévessin-Collège Le Joran;PRÉVESSIN-MOËNS;FR;1401778;46.255684, 6.072689;Y
CLVI00;Saint-Genis-Clos des Vignes;SAINT-GENIS-POUILLY;FR;1401789;46.240948, 6.016731;Y
CLVP00;Chêne-Bougeries, Vert-Pré;CHÊNE-BOUGERIES;CH;8510679;46.187046, 6.176575;Y
CMAR01;Camille-Martin;GENÈVE;CH;8592797;46.20639, 6.118424;Y
CMOL01;Clos du Môlan;COLOGNY;CH;8592743;46.205166, 6.183825;Y
CNAE00;Chênaie;BELLEVUE;CH;8592930;46.258389, 6.149511;Y
CNAE01;Chênaie;BELLEVUE;CH;8592930;46.258461, 6.149457;Y
CNDA01;Canada;VERNIER;CH;8593149;46.208717, 6.070044;Y
COBI01;Colombières;VERSOIX;CH;8593184;46.279213, 6.163239;Y
COCH01;Chêne-Bougeries, Conches place;CHÊNE-BOUGERIES;CH;8587900;46.184185, 6.174387;Y
COCU00;Cocuaz;VANDOEUVRES;CH;8593128;46.211025, 6.206616;Y
CODN00;Colladon;GENÈVE;CH;8592808;46.223022, 6.123762;Y
CODN01;Colladon;GENÈVE;CH;8592808;46.223274, 6.123134;Y
COMC00;Combes Chapuis;VERSOIX;CH;8595669;46.307343, 6.125879;Y
COPS00;Compesières;BARDONNEX;CH;8587050;46.151577, 6.122301;Y
CORB00;Corbillettes;LE GRAND-SACONNEX;CH;8592939;46.225628, 6.111917;Y
COUT00;Coutance;GENÈVE;CH;8592812;46.207294, 6.141909;Y
COUT02;Coutance;GENÈVE;CH;8592812;46.207325, 6.142012;Y
COUT03;Coutance;GENÈVE;CH;8592812;46.207607, 6.142186;Y
CPAR98;Chemin du Paradis;SATIGNY;CH;8593094;46.212746, 6.023516;Y
CPEL03;La Chapelle;PLAN-LES-OUATES;CH;8593060;46.170609, 6.135607;Y
CPLT00;Chantepoulet;GENÈVE;CH;8592801;46.208218, 6.143584;Y
CRCH01;Croix-en-Champagne;CARTIGNY;CH;8592684;46.172199, 6.033068;Y
CRCO01;Confignon-Croisée;CONFIGNON;CH;8587386;46.178837, 6.089769;Y
CREC00;Nant-de-Crève-Coeur;VERSOIX;CH;8508290;46.274696, 6.160906;Y
CREL00;Crest-d'El;COLLEX-BOSSY;CH;8503040;46.26667, 6.130544;Y
CRGE01;Carouge-Rondeau;CAROUGE;CH;8587437;46.17971, 6.138109;Y
CRIG00;Chemin du Righi;COLOGNY;CH;8592742;46.216404, 6.17675;Y
CRMV01;Cartigny-Moulin-de-Vert;CARTIGNY;CH;8592687;46.174992, 6.022117;Y
CROA00;Crozet, Avouzon;CROZET;FR;1402494;46.282913, 6.026495;Y
CROE00;Crozet, école;CROZET;FR;1402492;46.278481, 6.015167;Y
CRSY00;Cressy;BERNEX;CH;8592755;46.182308, 6.088258;Y
CRTE00;Crête;VANDOEUVRES;CH;8593129;46.217819, 6.210415;Y
CRTE02;Crête;VANDOEUVRES;CH;8593129;46.216999, 6.211678;Y
CRTE03;Crête;VANDOEUVRES;CH;8593129;46.216942, 6.211693;Y
CTMI03;Contamines;GENÈVE;CH;8592810;46.195843, 6.155921;Y
CTNT01;Cottenets;BERNEX;CH;8592652;46.162373, 6.058764;Y
CVER00;Chemin Vert;VEYRIER;CH;8593194;46.173286, 6.141138;Y
CVIN02;Gare Cornavin;GENÈVE;CH;8587057;46.210506, 6.143206;Y
CVIN05;Gare Cornavin;GENÈVE;CH;8587057;46.209373, 6.142221;Y
CVIN15;Gare Cornavin;GENÈVE;CH;8587057;46.210018, 6.143023;Y
CVRN00;Chevrens;ANIÈRES;CH;8595016;46.283813, 6.23855;Y
CXAB07;Croix d'Ambilly;AMBILLY;FR;1400019;46.192551, 6.223331;Y
CXCE00;Collex-Centre;COLLEX-BOSSY;CH;8587044;46.270042, 6.122432;Y
CXCE01;Collex-Centre;COLLEX-BOSSY;CH;8587044;46.27005, 6.122276;Y
CXEC02;Collex-Ecole;COLLEX-BOSSY;CH;8592720;46.27169, 6.125935;Y
CYNT00;Cessy-Centre;CESSY;FR;1401678;46.314499, 6.066809;Y
CYRA00;Chancy-Raclerets;CHANCY;CH;8592689;46.149906, 5.971945;Y
CYRA01;Chancy-Raclerets;CHANCY;CH;8592689;46.149628, 5.972406;Y
CYTE01;Cologny-Temple;COLOGNY;CH;8592752;46.216404, 6.181519;Y
CYUS01;Chancy-Usine;CHANCY;CH;8592690;46.156643, 5.981411;Y
CYVI01;Chancy-Village;CHANCY;CH;8587040;46.150177, 5.969984;Y
CZDN00;Croix-de-Rozon-Douane;BARDONNEX;CH;8587070;46.144253, 6.137466;Y
CZPL00;Croix-de-Rozon-Place;BARDONNEX;CH;8592640;46.145435, 6.136351;Y
DADN00;Dardagny-Douane;DARDAGNY;CH;8508038;46.196362, 5.991736;Y
DADN01;Dardagny-Douane;DARDAGNY;CH;8508038;46.196056, 5.992521;Y
DADT00;Dardagny-Route de Malval;DARDAGNY;CH;8508036;46.199715, 5.985025;Y
DANC00;Dancet;GENÈVE;CH;8596094;46.192604, 6.142258;Y
DANC01;Dancet;GENÈVE;CH;8596094;46.193134, 6.142466;Y
DARD01;Dardagny-Château;DARDAGNY;CH;8587055;46.19463, 5.994788;Y
DE00;Dépôt En-Chardon;MEYRIN;CH;;46.223877, 6.089961;Y
DEHA00;De Haller;CHÊNE-BOURG;CH;8592707;46.199806, 6.197113;Y
DELC02;Délices;GENÈVE;CH;8592816;46.205956, 6.131962;Y
DODE00;La Dode;CONFIGNON;CH;8592758;46.180439, 6.093679;Y
DODE01;La Dode;CONFIGNON;CH;8592758;46.181133, 6.095527;Y
DRIZ01;Drize;VEYRIER;CH;8595139;46.169937, 6.140324;Y
DWES00;De-Westerweller;VANDOEUVRES;CH;8593130;46.21217, 6.210944;Y
EAUM01;Eaumorte-Hameau;AVULLY;CH;8592634;46.163391, 6.019466;Y
EDVA00;Vallet;ONEX;CH;8593031;46.185028, 6.090846;Y
EMED02;Ecole-de-Médecine;GENÈVE;CH;8592819;46.197113, 6.13759;Y
EPIN03;Epinettes;GENÈVE;CH;8592822;46.190678, 6.135373;Y
ETAN00;Etang-Place;VERNIER;CH;8508108;46.216454, 6.104533;Y
ETCB00;Etang-Casa Bamba;VERNIER;CH;8508109;46.219055, 6.103108;Y
ETOI01;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187412, 6.12834;Y
ETOI03;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187595, 6.127558;Y
EVOR00;Evordes;BARDONNEX;CH;8592641;46.150146, 6.138063;Y
EVOR01;Evordes;BARDONNEX;CH;8592641;46.151394, 6.138758;Y
FALQ01;Falquets;COLOGNY;CH;8592744;46.213291, 6.186425;Y
FAUC00;Saint-Genis-CERN Alice;SAINT-GENIS-POUILLY;FR;1401787;46.250763, 6.025567;Y
FAUC01;Saint-Genis-CERN Alice;SAINT-GENIS-POUILLY;FR;1401787;46.250786, 6.025722;Y
FAVR01;Place Favre;CHÊNE-BOURG;CH;8592713;46.195675, 6.191999;Y
FAVR03;Place Favre;CHÊNE-BOURG;CH;8592713;46.195572, 6.19296;Y
FAVR04;Place Favre;CHÊNE-BOURG;CH;8592713;46.195686, 6.193139;Y
FEMA00;Ferney-Mairie;FERNEY-VOLTAIRE;FR;1400679;46.255516, 6.10814;Y
FEMA02;Ferney-Mairie;FERNEY-VOLTAIRE;FR;1400679;46.256065, 6.108191;Y
FENE00;La Fenêtre;GENÈVE;CH;8592847;46.230095, 6.138721;Y
FEPO00;Ferney, Poterie;FERNEY-VOLTAIRE;FR;1401736;46.252071, 6.116797;Y
FESA00;Ferme Sarasin;LE GRAND-SACONNEX;CH;8592942;46.23288, 6.122371;Y
FILI00;Fillion;CAROUGE;CH;8592673;46.177998, 6.144872;Y
FLLH01;Flies, Le Haut;CROZET;FR;1402495;46.277836, 6.03148;Y
FOAN00;Anières-Foyer;ANIÈRES;CH;8592761;46.271824, 6.232938;Y
FONT00;Fontenette;CAROUGE;CH;8592674;46.184444, 6.145793;Y
FORU01;Forumeyrin;MEYRIN;CH;8593010;46.230526, 6.081137;Y
FOSA00;Fossard;THÔNEX;CH;8593111;46.18494, 6.192581;Y
FOSA01;Fossard;THÔNEX;CH;8593111;46.185226, 6.191772;Y
FOUR99;Fourches;CHÊNE-BOUGERIES;CH;8592695;46.20406, 6.191121;Y
FRAN00;Franchises;GENÈVE;CH;8592826;46.21312, 6.119375;Y
FRMI00;Saint-Genis-Mitterrand;SAINT-GENIS-POUILLY;FR;1401792;46.250481, 6.029335;Y
FRRE01;Bois-des-Frères;VERNIER;CH;8593144;46.212002, 6.106054;Y
FRRE03;Bois-des-Frères;VERNIER;CH;8593144;46.212105, 6.105209;Y
FTAI00;Foretaille;PREGNY-CHAMBÉSY;CH;8593075;46.244446, 6.134072;Y
FTAI01;Foretaille;PREGNY-CHAMBÉSY;CH;8593075;46.244541, 6.134719;Y
GAEV04;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200161, 6.163962;Y
GALI00;Gaillard-Libération;GAILLARD;FR;1400015;46.191723, 6.21112;Y
GALI01;Gaillard-Libération;GAILLARD;FR;1400015;46.191605, 6.211576;Y
GAMI00;Gaillard-Millet;GAILLARD;FR;1400017;46.191376, 6.216245;Y
GAMI01;Gaillard-Millet;GAILLARD;FR;1400017;46.191399, 6.216711;Y
GAVA00;Gavard;CAROUGE;CH;8592667;46.18494, 6.135484;Y
GCAN00;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.199558, 6.174886;Y
GCHH03;Genève-Champel-Gare/Hôpital;GENÈVE;CH;8592898;46.193283, 6.150714;Y
GCHN03;Gros-Chêne;ONEX;CH;8593035;46.190239, 6.10323;Y
GCHP02;Genève-Champel-Gare/Peschier;GENÈVE;CH;8592878;46.194092, 6.154362;Y
GDHA00;Grand-Hangar;MEYRIN;CH;8593012;46.224476, 6.099591;Y
GDHA01;Grand-Hangar;MEYRIN;CH;8593012;46.224415, 6.09984;Y
GDLA00;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.18182, 6.12069;Y
GDLA02;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.18243, 6.117903;Y
GDLA03;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.182709, 6.119243;Y
GETE00;De-Ternier;LANCY;CH;8592976;46.193562, 6.107192;Y
GETE01;De-Ternier;LANCY;CH;8592976;46.193676, 6.107862;Y
GEVV01;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8507347;46.202908, 6.170118;Y
GEVV02;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8507347;46.202827, 6.16964;Y
GFAQ00;Grange-Falquet;CHÊNE-BOUGERIES;CH;8592706;46.198231, 6.185942;Y
GFAQ02;Grange-Falquet;CHÊNE-BOUGERIES;CH;8592706;46.198284, 6.185605;Y
GIAC00;Giacometti;LE GRAND-SACONNEX;CH;8592899;46.227337, 6.119575;Y
GIOL00;Gardiol;LE GRAND-SACONNEX;CH;8592944;46.229, 6.120948;Y
GOS00;Gos;GENÈVE;CH;8592776;46.188484, 6.155245;Y
GOS01;Gos;GENÈVE;CH;8592776;46.188034, 6.154297;Y
GPRE00;Grand-Pré;GENÈVE;CH;8592832;46.215523, 6.130476;Y
GRAN01;Grangettes;CHÊNE-BOUGERIES;CH;8592694;46.198921, 6.18007;Y
GRDL01;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.20594, 6.180854;Y
GRDL02;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.205814, 6.180883;Y
GRES01;Grésy;PUPLINGE;CH;8593085;46.208241, 6.230211;Y
GRVI02;Meyrin-Gravière;MEYRIN;CH;8594961;46.23666, 6.081957;Y
GRVI03;Meyrin-Gravière;MEYRIN;CH;8594961;46.23716, 6.081802;Y
GSAC04;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233063, 6.123559;Y
GTCH00;Genthod-Chênes;GENTHOD;CH;8510220;46.264824, 6.14862;Y
GTOR00;Genthod-Centre ornithologique;GENTHOD;CH;8510221;46.264561, 6.146433;Y
GTVI01;Genthod-Village;GENTHOD;CH;8587064;46.264652, 6.155097;Y
GUYE00;Guye;GENÈVE;CH;8592835;46.208981, 6.123506;Y
GUYE01;Guye;GENÈVE;CH;8592835;46.208866, 6.123548;Y
GVRI02;Genévrière;ONEX;CH;8593034;46.179855, 6.109185;Y
GXAI01;Gex-L'Aiglette;GEX;FR;1401756;46.337894, 6.072779;Y
GXGC01;Gex-Charpak;GEX;FR;1401755;46.335869, 6.067595;Y
GXPO01;Gex-Centre;GEX;FR;1400719;46.33194, 6.059408;Y
GYBA00;Baraque-à-Cloud;GY;CH;8595457;46.247562, 6.257128;Y
GYPO01;Gy-Poste;GY;CH;8592956;46.25132, 6.255581;Y
GYTE00;Gy-Temple;GY;CH;8587066;46.252472, 6.257916;Y
HAMA00;Prévessin-Hauts de Magny;PRÉVESSIN-MOËNS;FR;1401779;46.254791, 6.087912;Y
HGEN00;Genthod, Les Hauts;GENTHOD;CH;8503049;46.269302, 6.146619;Y
HOPI01;Hôpital;GENÈVE;CH;8592837;46.194767, 6.148983;Y
HOPI02;Hôpital;GENÈVE;CH;8592837;46.194275, 6.148708;Y
HOPI03;Hôpital;GENÈVE;CH;8592837;46.194721, 6.149501;Y
HOPI04;Hôpital;GENÈVE;CH;8592837;46.194061, 6.148274;Y
HTOU01;Hôpital de La Tour;MEYRIN;CH;8593013;46.230145, 6.067496;Y
HTOU03;Hôpital de La Tour;MEYRIN;CH;8593013;46.229191, 6.066793;Y
HVIL00;Hôtel-de-Ville;GENÈVE;CH;8592838;46.200928, 6.146452;Y
ICC00;ICC;MEYRIN;CH;8593014;46.226189, 6.101261;Y
INDT00;Industrielle;GENÈVE;CH;8592839;46.190334, 6.133645;Y
INDT01;Industrielle;GENÈVE;CH;8592839;46.190495, 6.133992;Y
JADA00;Musée d'art et d'histoire;GENÈVE;CH;8592851;46.199959, 6.151723;Y
JALP00;Jardin-Alpin-Vivarium;MEYRIN;CH;8593015;46.225838, 6.083342;Y
JARB04;Jardin Botanique;GENÈVE;CH;8592843;46.223309, 6.148488;Y
JBRT00;Berthet;CONFIGNON;CH;8592757;46.183247, 6.09085;Y
JLIM02;Joli-Mont;GENÈVE;CH;8592845;46.221836, 6.11709;Y
JMON01;Saint-Genis-Jean Monnet;SAINT-GENIS-POUILLY;FR;1401031;46.244923, 6.023046;Y
JOCT07;Jonction;GENÈVE;CH;8587062;46.200302, 6.129416;Y
JOCT08;Jonction;GENÈVE;CH;8587062;46.200428, 6.129763;Y
JOCT09;Jonction;GENÈVE;CH;8587062;46.201283, 6.129522;Y
JPSA01;De-Sauvage;VERNIER;CH;8593161;46.213337, 6.103364;Y
JUMR00;Jussy-Meurets;JUSSY;CH;8587068;46.236507, 6.271889;Y
JUPL00;Jussy-Place;JUSSY;CH;8592968;46.234936, 6.264222;Y
LABL00;La Blanche;VANDOEUVRES;CH;8593131;46.219135, 6.208221;Y
LABL01;La Blanche;VANDOEUVRES;CH;8593131;46.219143, 6.208325;Y
LADA04;La Dame;COLLONGE-BELLERIVE;CH;8592735;46.251175, 6.219519;Y
LADM01;Landecy-La Mûre;BARDONNEX;CH;8595013;46.14233, 6.133034;Y
LADO01;La Donzelle;DARDAGNY;CH;8592767;46.184071, 6.007982;Y
LAIT00;Plan-les-Ouates, Laiteries;PLAN-LES-OUATES;CH;8511188;46.168243, 6.106243;Y
LAST01;Laconnex-Stand de tir;LACONNEX;CH;8592973;46.15897, 6.037953;Y
LAUB00;Aubert;GENÈVE;CH;8592849;46.192459, 6.163637;Y
LAUB01;Aubert;GENÈVE;CH;8592849;46.192604, 6.163711;Y
LAUB02;Aubert;GENÈVE;CH;8592849;46.191929, 6.163636;Y
LAVI00;Laconnex-Village;LACONNEX;CH;8587074;46.15596, 6.036515;Y
LERO11;Le Rolliet;PLAN-LES-OUATES;CH;8592984;46.17141, 6.107965;Y
LEVE00;Plage du Vengeron;PREGNY-CHAMBÉSY;CH;8507414;46.245895, 6.151999;Y
LFOR01;Le-Fort;COLOGNY;CH;8592748;46.208931, 6.180409;Y
LOCH00;En Louche;PERLY-CERTOUX;CH;8593047;46.15765, 6.097465;Y
